student_id,full_name,email,phone,gender,nationality,date_of_birth,program,academic_year,high_school_average,credit_hours,base_fee_per_credit_aed,discount_percent,base_tuition_aed,discount_amount_aed,final_tuition_aed,enrollment_fee_aed,registration_fee_aed,activity_fee_aed,transport_fee_aed,distance_learning_fee_aed,total_fees_aed,amount_paid_aed,balance_aed,payment_status,transaction_id,receipt_number,payment_date,currency
20227400,Hussein Mahmoud Mustafa Al-Mohammad,hussein.al-mohammad7400@university.ae,+971 54 118 8195,Female,Jordanian,7/20/2008,Architecture Engineering,5,60,18,673,40,12098,4840,7259,517,1009,156,750,104,9792,9792,0,PAID,TX-389310,RCP-57131,9/12/2025,AED
20283288,Noor Zaid Youssef Haddad,noor.haddad3288@university.ae,+971 54 627 5705,Female,Palestinian,6/18/2002,Data Science & Artificial Intelligence,4,78.36,12,517,35,6204,2172,4033,517,1009,156,311,104,6127,5459,668,PARTIAL,TX-770797,RCP-10585,12/21/2025,AED
20241568,Dina Ali Jamal Al-Omar,dina.al-omar1568@university.ae,+971 54 678 5013,Male,Egyptian,1/13/2001,Political Science,3,71.82,18,311,50,5584,2792,2792,517,1009,156,0,0,4473,4473,0,PAID,TX-659606,RCP-89851,2/26/2026,AED
20271644,Marwan Bashar Samir Al-Rashid,marwan.al-rashid1644@university.ae,+971 50 229 9004,Female,Syrian,5/16/2008,Political Science,3,79.41,14,311,50,4343,2172,2172,517,1009,156,0,104,3956,3956,0,PAID,TX-430176,RCP-82672,11/2/2025,AED
20295832,Hala Omar Jamal Suleiman,hala.suleiman5832@university.ae,+971 54 593 4436,Male,Jordanian,8/11/2003,Clinical Nutrition & Dietetics,4,76.68,13,337,10,4369,437,3932,517,1009,156,0,0,5613,0,5613,PENDING,TX-933696,RCP-16544,10/1/2025,AED
20281056,Sami Abdullah Jamal Odeh,sami.odeh1056@university.ae,+971 55 329 4011,Male,Jordanian,3/12/2001,Fashion Design & Accessories,4,80.92,14,569,50,7962,3981,3981,517,1009,156,621,104,6385,6385,0,PAID,TX-625728,RCP-52664,9/1/2025,AED
20211723,Jana Zaid Ibrahim Al-Ali,jana.al-ali1723@university.ae,+971 57 788 6661,Female,Syrian,9/17/2001,Cybersecurity & Cloud Computing,3,90.79,12,517,50,6204,3102,3102,517,1009,156,259,0,5041,5041,0,PAID,TX-590854,RCP-20567,9/24/2025,AED
20211764,Ali Salem Samir Qasem,ali.qasem1764@university.ae,+971 50 604 5231,Female,Jordanian,3/1/2007,Mathematics,5,83.8,17,311,50,5274,2637,2637,517,1009,156,0,104,4421,4421,0,PAID,TX-476288,RCP-22135,11/14/2025,AED
20292830,Yasmin Khaled Hussein Al-Ibrahim,yasmin.al-ibrahim2830@university.ae,+971 59 371 8341,Male,Lebanese,9/19/2002,Civil Engineering,1,71.85,18,673,60,12098,7259,4840,517,1009,156,259,104,6882,6882,0,PAID,TX-834168,RCP-91915,10/8/2025,AED
20239638,Rami Hassan Nasser Tannous,rami.tannous9638@university.ae,+971 50 549 2326,Female,Palestinian,4/14/2002,Accounting,1,86.2,16,517,50,8272,4136,4136,517,1009,156,311,104,6230,4369,1861,PARTIAL,TX-493712,RCP-16715,12/3/2025,AED
20229491,Salma Khalid Mustafa Tannous,salma.tannous9491@university.ae,+971 59 394 4107,Female,Palestinian,7/13/2005,Mathematics,2,66.14,14,311,40,4343,1738,2606,517,1009,156,259,0,4545,4545,0,PAID,TX-953647,RCP-19111,1/24/2026,AED
20266449,Adel Jamal Mahmoud Al-Zaidi,adel.al-zaidi6449@university.ae,+971 51 476 1519,Female,Jordanian,7/18/2003,Robotics & AI Engineering,3,78.57,17,647,50,10987,5494,5494,517,1009,156,0,0,7174,0,7174,PENDING,TX-430424,RCP-88142,11/11/2025,AED
20281178,Sami Samir Waleed Barakat,sami.barakat1178@university.ae,+971 54 259 4443,Female,Yemeni,4/1/2006,Financial Technology & Risk Management,4,72.74,12,517,50,6204,3102,3102,517,1009,156,0,0,4783,3781,1002,PARTIAL,TX-351504,RCP-98314,9/12/2025,AED
20241545,Zaina Zaid Anas Hamdan,zaina.hamdan1545@university.ae,+971 50 124 6084,Male,Syrian,1/9/2001,Software Engineering,2,63.53,12,517,15,6204,931,5274,517,1009,156,0,104,7058,3967,3091,PARTIAL,TX-740241,RCP-96371,10/10/2025,AED
20242133,Zaki Ahmad Bilal Sabbagh,zaki.sabbagh2133@university.ae,+971 56 615 1474,Female,Iraqi,7/7/2002,Robotics & AI Engineering,5,76.25,15,647,50,9694,4847,4847,517,1009,156,621,104,7251,7251,0,PAID,TX-586653,RCP-51219,1/1/2026,AED
20256782,Marwan Omar Ali Al-Ahmad,marwan.al-ahmad6782@university.ae,+971 59 916 9880,Male,Lebanese,1/3/2001,Medical & Clinical Laboratory Technology,2,79.16,16,466,40,7445,2978,4467,517,1009,156,750,104,7001,7001,0,PAID,TX-995950,RCP-15657,1/23/2026,AED
20232246,Laila Karim Samir Zakaria,laila.zakaria2246@university.ae,+971 57 640 3848,Female,Jordanian,4/13/2002,Applied English,4,70.7,15,440,30,6592,1978,4615,517,1009,156,0,104,6398,6398,0,PAID,TX-792299,RCP-91963,2/15/2026,AED
20276255,Rayan Saad Zaid Harb,rayan.harb6255@university.ae,+971 59 148 6104,Male,Palestinian,3/16/2007,Cybersecurity & Cloud Computing,5,84.43,15,517,40,7755,3102,4653,517,1009,156,0,0,6334,5379,955,PARTIAL,TX-994979,RCP-76086,2/22/2026,AED
20231421,Amira Osama Rashid Al-Masri,amira.al-masri1421@university.ae,+971 50 322 3020,Female,Jordanian,10/15/2001,AI in Accounting & Auditing,4,68.9,15,569,35,8531,2986,5545,517,1009,156,621,104,7949,7949,0,PAID,TX-399352,RCP-23220,2/18/2026,AED
20215411,Sami Rashid Nasser Farah,sami.farah5411@university.ae,+971 53 297 5177,Male,Jordanian,5/18/2008,Digital Marketing,5,93.52,17,517,40,8789,3516,5274,517,1009,156,750,0,7704,4077,3627,PARTIAL,TX-656487,RCP-69775,1/20/2026,AED
20264588,Ghada Zaki Mazen Khoury,ghada.khoury4588@university.ae,+971 59 691 8807,Female,Jordanian,6/21/2008,Clinical Nutrition & Dietetics,2,73.15,13,337,10,4369,437,3932,517,1009,156,750,104,6466,6466,0,PAID,TX-543020,RCP-64397,11/16/2025,AED
20293284,Rashid Ammar Fadi Badran,rashid.badran3284@university.ae,+971 52 528 9616,Female,Jordanian,8/4/2005,English Language & Literature,5,80.32,15,440,50,6592,3296,3296,517,1009,156,259,0,5235,5235,0,PAID,TX-773621,RCP-53834,2/28/2026,AED
20279140,Huda Fadi Anas Farah,huda.farah9140@university.ae,+971 55 497 3253,Female,Jordanian,8/22/2007,Chemistry,3,78.6,16,311,25,4964,1241,3723,517,1009,156,259,0,5662,5662,0,PAID,TX-181607,RCP-47185,10/13/2025,AED
20245402,Mustafa Hassan Mohammad Al-Najjar,mustafa.al-najjar5402@university.ae,+971 59 589 7692,Female,Jordanian,6/21/2008,AI in Accounting & Auditing,3,70.16,13,569,35,7394,2588,4806,517,1009,156,0,0,6486,0,6486,PENDING,TX-266775,RCP-68927,10/28/2025,AED
20266977,Samir Hamza Salem Badran,samir.badran6977@university.ae,+971 52 219 8959,Male,Jordanian,7/13/2004,Law,1,84.6,14,337,50,4705,2353,2353,517,1009,156,0,0,4033,3153,880,PARTIAL,TX-448182,RCP-67962,12/24/2025,AED
20276977,Hassan Waleed Salem Karam,hassan.karam6977@university.ae,+971 59 282 1898,Female,Palestinian,8/6/2002,Mechanical Engineering,2,72.92,14,647,50,9048,4524,4524,517,1009,156,0,0,6204,6204,0,PAID,TX-450329,RCP-83690,12/18/2025,AED
20270715,Zaid Khaled Ahmad Saad,zaid.saad0715@university.ae,+971 53 670 7670,Male,Jordanian,8/23/2006,Renewable Energy Technology,4,75.22,17,414,50,7032,3516,3516,517,1009,156,0,0,5196,0,5196,PENDING,TX-372403,RCP-23659,10/29/2025,AED
20297938,Hassan Nasser Marwan Shahin,hassan.shahin7938@university.ae,+971 56 541 2423,Male,Saudi,3/19/2002,Graphic Design,2,75.41,18,543,50,9772,4886,4886,517,1009,156,0,104,6670,6670,0,PAID,TX-778322,RCP-43146,12/18/2025,AED
20217916,Iman Salem Anas Al-Masri,iman.al-masri7916@university.ae,+971 57 337 6990,Male,Jordanian,7/5/2006,Civil Engineering,4,75.81,16,673,60,10754,6453,4302,517,1009,156,0,104,6086,6086,0,PAID,TX-183049,RCP-50030,1/27/2026,AED
20210533,Sara Haitham Zaid Darwish,sara.darwish0533@university.ae,+971 59 901 1594,Female,Jordanian,2/10/2002,Physical Education,2,87.11,18,311,40,5584,2234,3351,517,1009,156,0,0,5031,4164,867,PARTIAL,TX-767625,RCP-14767,1/28/2026,AED
20284261,Dina Karim Hadi Khoury,dina.khoury4261@university.ae,+971 58 990 5403,Male,Jordanian,2/16/2008,Digital Media (Electronic),4,65.17,16,414,40,6618,2648,3971,517,1009,156,0,0,5651,5651,0,PAID,TX-426088,RCP-42586,9/10/2025,AED
20262446,Mohammad Jamal Hassan Badran,mohammad.badran2446@university.ae,+971 53 157 9176,Male,Syrian,11/27/2001,Medical & Clinical Laboratory Technology,3,86.51,18,466,50,8376,4188,4188,517,1009,156,0,0,5868,5868,0,PAID,TX-848770,RCP-27109,11/27/2025,AED
20235990,Mustafa Tamer Ahmad Shahin,mustafa.shahin5990@university.ae,+971 51 933 9104,Male,Jordanian,2/28/2002,Power & Renewable Energy Engineering,3,84.42,16,673,50,10754,5377,5377,517,1009,156,0,0,7058,7058,0,PAID,TX-658067,RCP-98965,2/18/2026,AED
20222216,Lama Bilal Jamal Zoubi,lama.zoubi2216@university.ae,+971 54 351 6080,Male,Syrian,8/14/2006,Digital Marketing,1,61.48,17,517,30,8789,2637,6153,517,1009,156,311,104,8247,0,8247,PENDING,TX-526923,RCP-45354,10/16/2025,AED
20285406,Reem Omar Ibrahim Al-Omar,reem.al-omar5406@university.ae,+971 56 115 3571,Female,Palestinian,2/3/2004,Renewable Energy Technology,3,82.41,17,414,60,7032,4219,2813,517,1009,156,0,104,4597,4075,522,PARTIAL,TX-398265,RCP-75416,1/4/2026,AED
20276629,Huda Bilal Fadi Al-Omar,huda.al-omar6629@university.ae,+971 52 160 5265,Female,Syrian,10/24/2003,Industrial Engineering,2,83.55,17,647,40,10987,4395,6592,517,1009,156,0,0,8272,8272,0,PAID,TX-770370,RCP-83523,1/5/2026,AED
20219142,Hadi Youssef Mahmoud Daher,hadi.daher9142@university.ae,+971 59 606 8503,Female,Palestinian,11/5/2005,Digital Media Design,5,75.82,13,543,40,7058,2823,4235,517,1009,156,0,104,6018,6018,0,PAID,TX-387078,RCP-40276,9/6/2025,AED
20246601,Rayan Samir Rashid Qasem,rayan.qasem6601@university.ae,+971 54 999 1881,Female,Syrian,12/21/2001,Financial Technology & Risk Management,2,61.72,13,517,40,6721,2689,4033,517,1009,156,750,0,6463,6463,0,PAID,TX-578726,RCP-78852,12/19/2025,AED
20248657,Anas Saad Hamza Matar,anas.matar8657@university.ae,+971 50 519 8383,Female,Egyptian,2/19/2004,Graphic Design,3,68.09,17,543,50,9229,4615,4615,517,1009,156,0,0,6295,6295,0,PAID,TX-927550,RCP-76838,10/25/2025,AED
20292289,Adel Mustafa Karim Saleh,adel.saleh2289@university.ae,+971 54 234 2984,Male,Jordanian,2/13/2005,Digital Reality & Game Development,4,66.72,16,517,40,8272,3309,4964,517,1009,156,0,0,6644,0,6644,PENDING,TX-743415,RCP-76566,10/13/2025,AED
20226865,Hussein Khalid Hassan Al-Ibrahim,hussein.al-ibrahim6865@university.ae,+971 59 681 2451,Male,Jordanian,8/19/2003,Computer Science,3,85.74,18,466,45,8376,3769,4607,517,1009,156,259,0,6546,6546,0,PAID,TX-174909,RCP-10231,11/27/2025,AED
20257403,Khalid Rashid Bilal Sabbagh,khalid.sabbagh7403@university.ae,+971 58 890 1329,Female,Jordanian,12/1/2001,Industrial Engineering,4,74.78,14,647,40,9048,3619,5429,517,1009,156,259,104,7471,7471,0,PAID,TX-378122,RCP-46075,9/15/2025,AED
20264316,Khalid Sami Fadi Salman,khalid.salman4316@university.ae,+971 57 314 3023,Male,Jordanian,10/1/2003,Management Information Systems (MIS),5,71.51,13,440,50,5713,2857,2857,517,1009,156,0,0,4537,4537,0,PAID,TX-921473,RCP-95959,11/8/2025,AED
20230453,Rayan Hadi Zaid Shammas,rayan.shammas0453@university.ae,+971 54 886 9122,Male,Jordanian,6/9/2007,Digital Media (Electronic),1,87.18,13,414,50,5377,2689,2689,517,1009,156,0,0,4369,4369,0,PAID,TX-199259,RCP-96508,1/9/2026,AED
20282564,Rania Mustafa Bilal Abu-Omar,rania.abu-omar2564@university.ae,+971 53 289 8270,Male,Palestinian,3/13/2002,Clinical Nutrition & Dietetics,1,69.33,12,337,10,4033,404,3630,517,1009,156,0,104,5413,5413,0,PAID,TX-776661,RCP-12616,2/11/2026,AED
20263040,Maha Nasser Mazen Badran,maha.badran3040@university.ae,+971 57 141 8885,Male,Egyptian,5/24/2008,Accounting,2,77.6,15,517,45,7755,3490,4266,517,1009,156,0,0,5946,5946,0,PAID,TX-906349,RCP-75015,2/3/2026,AED
20277295,Osama Bilal Ali Bustani,osama.bustani7295@university.ae,+971 54 210 9934,Male,Jordanian,6/9/2004,Software Engineering,4,69.86,17,517,25,8789,2198,6592,517,1009,156,750,0,9022,4489,4533,PARTIAL,TX-693192,RCP-24265,1/11/2026,AED
20298293,Jana Fadi Waleed Darwish,jana.darwish8293@university.ae,+971 55 207 6172,Male,Saudi,7/26/2007,Civil Engineering,4,77.24,17,673,60,11426,6856,4571,517,1009,156,750,104,7104,7104,0,PAID,TX-253938,RCP-89258,9/5/2025,AED
20289072,Lama Nasser Marwan Al-Ahmad,lama.al-ahmad9072@university.ae,+971 57 687 4730,Female,Jordanian,2/21/2005,Financial Technology & Risk Management,4,83,17,517,50,8789,4395,4395,517,1009,156,0,104,6179,6179,0,PAID,TX-447595,RCP-39344,10/20/2025,AED
20219336,Bashar Anas Tariq Abu-Saleh,bashar.abu-saleh9336@university.ae,+971 50 921 1334,Male,Syrian,3/4/2008,Medical & Clinical Laboratory Technology,3,68.98,15,466,40,6980,2792,4188,517,1009,156,750,0,6618,6618,0,PAID,TX-587369,RCP-59736,12/2/2025,AED
20215680,Huda Hadi Waleed Salman,huda.salman5680@university.ae,+971 50 995 7910,Male,Jordanian,9/21/2005,Robotics & AI Engineering,3,69.85,14,647,50,9048,4524,4524,517,1009,156,0,104,6308,3630,2678,PARTIAL,TX-767418,RCP-26414,11/23/2025,AED
20235333,Wafa Ali Ibrahim Salman,wafa.salman5333@university.ae,+971 52 825 9158,Male,Syrian,11/19/2001,Political Science,3,65.27,13,311,50,4033,2017,2017,517,1009,156,0,0,3697,0,3697,PENDING,TX-318307,RCP-32361,1/21/2026,AED
20247615,Nabil Hadi Hussein Tannous,nabil.tannous7615@university.ae,+971 57 237 1430,Female,Palestinian,4/18/2004,Fashion Design & Accessories,4,87.18,15,569,50,8531,4266,4266,517,1009,156,0,104,6049,6049,0,PAID,TX-883139,RCP-55601,10/12/2025,AED
20268257,Zaina Zaki Hassan Abu-Omar,zaina.abu-omar8257@university.ae,+971 55 794 7297,Female,Jordanian,11/9/2002,Accounting,1,70.61,14,517,45,7238,3258,3981,517,1009,156,0,0,5662,5662,0,PAID,TX-380657,RCP-25078,1/30/2026,AED
20233043,Sara Waleed Hadi Salman,sara.salman3043@university.ae,+971 56 640 6429,Female,Syrian,11/21/2005,Data Science & Artificial Intelligence,3,87.45,17,517,45,8789,3956,4834,517,1009,156,621,0,7135,0,7135,PENDING,TX-178079,RCP-56497,12/25/2025,AED
20210726,Abdullah Marwan Hassan Abu-Saleh,abdullah.abu-saleh0726@university.ae,+971 56 563 3139,Female,Jordanian,11/18/2007,Mathematics,5,77.42,13,311,40,4033,1614,2420,517,1009,156,0,104,4204,4204,0,PAID,TX-224347,RCP-14000,10/20/2025,AED
20212482,Zahra Omar Mahmoud Qasem,zahra.qasem2482@university.ae,+971 55 155 5428,Female,Jordanian,1/3/2002,Digital Media (Electronic),3,74.71,15,414,45,6204,2792,3413,517,1009,156,0,104,5196,5196,0,PAID,TX-945173,RCP-62746,12/27/2025,AED
20240748,Maha Tamer Fadi Qasem,maha.qasem0748@university.ae,+971 56 471 8503,Female,Yemeni,7/28/2003,Chemistry,1,89.96,13,311,20,4033,807,3227,517,1009,156,0,0,4907,4907,0,PAID,TX-496875,RCP-49858,12/28/2025,AED
20235241,Hala Tariq Karim Yasin,hala.yasin5241@university.ae,+971 50 726 5865,Male,Jordanian,4/8/2006,Physiotherapy,4,80.3,12,517,45,6204,2792,3413,517,1009,156,0,104,5196,5196,0,PAID,TX-440185,RCP-90518,9/6/2025,AED
20265866,Zahra Samir Rashid Badran,zahra.badran5866@university.ae,+971 53 894 5855,Male,Jordanian,1/11/2005,Medical & Clinical Laboratory Technology,1,76.46,18,466,40,8376,3351,5026,517,1009,156,0,104,6809,5960,849,PARTIAL,TX-450659,RCP-38875,12/28/2025,AED
20231615,Marwan Mohammad Mohammad Shahin,marwan.shahin1615@university.ae,+971 51 506 1894,Male,Egyptian,7/13/2008,Software Engineering,1,67,13,517,25,6721,1681,5041,517,1009,156,0,0,6721,6721,0,PAID,TX-158895,RCP-72783,9/29/2025,AED
20238869,Karim Mustafa Zaid Al-Hassan,karim.al-hassan8869@university.ae,+971 56 790 4321,Female,Palestinian,8/20/2001,Clinical Nutrition & Dietetics,1,65.67,14,337,10,4705,471,4235,517,1009,156,311,104,6329,6329,0,PAID,TX-788830,RCP-85251,2/11/2026,AED
20223619,Jana Zaki Ibrahim Nassar,jana.nassar3619@university.ae,+971 58 324 1301,Female,Jordanian,10/28/2006,English / Translation,5,84.17,12,440,50,5274,2637,2637,517,1009,156,0,0,4317,4317,0,PAID,TX-967588,RCP-19073,10/9/2025,AED
20277255,Abdullah Rashid Marwan Zakaria,abdullah.zakaria7255@university.ae,+971 56 281 8323,Female,Jordanian,9/22/2002,Law,4,73.63,15,337,35,5041,1765,3277,517,1009,156,311,104,5371,5371,0,PAID,TX-751921,RCP-62857,1/14/2026,AED
20243244,Hassan Mazen Zaid Khoury,hassan.khoury3244@university.ae,+971 53 972 4540,Male,Egyptian,1/4/2003,Business Administration,1,90.43,16,492,50,7859,3930,3930,517,1009,156,0,104,5713,3020,2693,PARTIAL,TX-953932,RCP-53640,1/30/2026,AED
20260416,Samir Hassan Hassan Haddad,samir.haddad0416@university.ae,+971 52 647 3990,Female,Palestinian,1/18/2004,Chemistry,1,63.18,18,311,20,5584,1117,4467,517,1009,156,0,0,6148,6148,0,PAID,TX-867425,RCP-78404,9/17/2025,AED
20248505,Sami Ibrahim Samir Hamdan,sami.hamdan8505@university.ae,+971 56 754 4863,Female,Jordanian,6/19/2007,Mathematics,2,69.07,14,311,40,4343,1738,2606,517,1009,156,750,0,5036,5036,0,PAID,TX-275815,RCP-97020,10/26/2025,AED
20271496,Rashid Rashid Ali Daher,rashid.daher1496@university.ae,+971 57 708 1789,Male,Palestinian,1/9/2008,Mathematics,5,79.61,12,311,40,3723,1489,2234,517,1009,156,0,104,4018,4018,0,PAID,TX-178182,RCP-41628,12/7/2025,AED
20249828,Nada Khalid Nasser Tannous,nada.tannous9828@university.ae,+971 59 195 2190,Female,Syrian,8/18/2006,Financial Technology & Risk Management,5,75.99,17,517,50,8789,4395,4395,517,1009,156,311,104,6489,6489,0,PAID,TX-333558,RCP-90770,11/5/2025,AED
20291559,Huda Ibrahim Hussein Nasser,huda.nasser1559@university.ae,+971 51 539 7990,Male,Jordanian,5/10/2007,Cybersecurity & Cloud Computing,5,90.68,12,517,50,6204,3102,3102,517,1009,156,750,0,5532,0,5532,PENDING,TX-152408,RCP-93950,12/18/2025,AED
20260952,Yasmin Ahmad Omar Shahin,yasmin.shahin0952@university.ae,+971 54 794 1190,Male,Jordanian,9/5/2003,Clinical Nutrition & Dietetics,2,80.3,12,337,15,4033,605,3428,517,1009,156,0,0,5108,5108,0,PAID,TX-131246,RCP-54864,1/11/2026,AED
20243416,Ammar Waleed Adel Sabbagh,ammar.sabbagh3416@university.ae,+971 55 166 9518,Female,Jordanian,4/3/2008,Nursing,3,71.44,17,414,40,7032,2813,4219,517,1009,156,0,104,6003,6003,0,PAID,TX-107091,RCP-14388,10/30/2025,AED
20264214,Maya Youssef Salem Al-Ali,maya.al-ali4214@university.ae,+971 59 963 6672,Male,Jordanian,10/9/2007,Nursing,5,73.12,13,414,40,5377,2151,3227,517,1009,156,0,0,4907,4907,0,PAID,TX-590991,RCP-64964,11/7/2025,AED
20276329,Rania Hassan Mazen Shahin,rania.shahin6329@university.ae,+971 52 248 8259,Male,Jordanian,5/20/2005,Civil Engineering,1,73.83,16,673,60,10754,6453,4302,517,1009,156,0,104,6086,6086,0,PAID,TX-949146,RCP-62889,10/30/2025,AED
20273743,Sami Khaled Youssef Kanaan,sami.kanaan3743@university.ae,+971 52 193 4949,Female,Jordanian,5/18/2004,Electrical Eng. / Communications & Computer Eng.,5,72.85,15,647,50,9694,4847,4847,517,1009,156,259,0,6786,6786,0,PAID,TX-376739,RCP-36018,2/25/2026,AED
20278496,Rana Fadi Bilal Abdelrahman,rana.abdelrahman8496@university.ae,+971 53 260 4355,Male,Jordanian,6/26/2003,Electrical Eng. / Communications & Computer Eng.,3,88.32,15,647,60,9694,5817,3878,517,1009,156,0,0,5558,4091,1467,PARTIAL,TX-488662,RCP-23455,10/24/2025,AED
20271676,Hamza Hamza Nasser Sabbagh,hamza.sabbagh1676@university.ae,+971 52 198 4350,Female,Jordanian,4/9/2004,Marketing,5,73,14,492,50,6877,3439,3439,517,1009,156,311,104,5532,5532,0,PAID,TX-852215,RCP-38883,10/8/2025,AED
20284571,Khaled Ammar Ahmad Qasem,khaled.qasem4571@university.ae,+971 50 530 5243,Female,Palestinian,6/1/2005,Physiotherapy,5,77.13,15,517,40,7755,3102,4653,517,1009,156,0,0,6334,6334,0,PAID,TX-106802,RCP-74334,10/21/2025,AED
20252689,Hassan Ammar Marwan Badran,hassan.badran2689@university.ae,+971 59 293 8402,Female,Syrian,12/6/2001,English / Translation,3,77.98,14,440,40,6153,2461,3692,517,1009,156,621,104,6096,6096,0,PAID,TX-296274,RCP-57882,11/28/2025,AED
20213053,Rania Waleed Rashid Daher,rania.daher3053@university.ae,+971 52 528 3352,Female,Palestinian,9/5/2003,Digital Media Design,3,72.2,18,543,40,9772,3909,5863,517,1009,156,0,104,7647,7647,0,PAID,TX-649009,RCP-17928,12/4/2025,AED
20236589,Salem Mohammad Ibrahim Salman,salem.salman6589@university.ae,+971 57 445 7221,Male,Lebanese,5/15/2007,Clinical Nutrition & Dietetics,3,78.69,14,337,10,4705,471,4235,517,1009,156,259,0,6173,6173,0,PAID,TX-913107,RCP-38184,11/16/2025,AED
20281410,Lama Haitham Zaid Tawfiq,lama.tawfiq1410@university.ae,+971 58 856 2232,Female,Jordanian,9/19/2006,Medical & Clinical Laboratory Technology,1,74.65,13,466,40,6049,2420,3630,517,1009,156,0,0,5310,5310,0,PAID,TX-132531,RCP-53616,11/3/2025,AED
20233047,Sami Bilal Marwan Hammoud,sami.hammoud3047@university.ae,+971 52 741 6368,Male,Syrian,6/4/2004,Business Administration,5,65.42,15,492,40,7368,2947,4421,517,1009,156,0,104,6204,3991,2213,PARTIAL,TX-896567,RCP-60976,11/9/2025,AED
20260259,Maya Mustafa Khalid Al-Ali,maya.al-ali0259@university.ae,+971 58 158 8332,Male,Egyptian,2/7/2002,Interior Design,1,86.54,16,543,50,8686,4343,4343,517,1009,156,311,0,6334,4676,1658,PARTIAL,TX-938841,RCP-27237,1/29/2026,AED
20219852,Jamal Abdullah Jamal Eid,jamal.eid9852@university.ae,+971 52 731 3308,Female,Jordanian,9/24/2005,Robotics & AI Engineering,5,67.29,16,647,50,10340,5170,5170,517,1009,156,0,0,6851,6851,0,PAID,TX-503004,RCP-96248,1/14/2026,AED
20219254,Mustafa Fadi Mustafa Al-Najjar,mustafa.al-najjar9254@university.ae,+971 51 868 1937,Female,Jordanian,12/16/2003,Nursing,5,70.61,17,414,40,7032,2813,4219,517,1009,156,0,104,6003,6003,0,PAID,TX-294553,RCP-73536,1/8/2026,AED
20242173,Khalid Rashid Tariq Sabbah,khalid.sabbah2173@university.ae,+971 51 243 4510,Female,Syrian,10/10/2002,Political Science,3,71.86,17,311,50,5274,2637,2637,517,1009,156,0,104,4421,4421,0,PAID,TX-136240,RCP-99991,1/27/2026,AED
20251825,Jana Khalid Salem Hamdan,jana.hamdan1825@university.ae,+971 52 309 7557,Male,Jordanian,5/20/2007,Cybersecurity & Cloud Computing,5,82.04,16,517,40,8272,3309,4964,517,1009,156,750,0,7394,4899,2495,PARTIAL,TX-196219,RCP-10475,12/27/2025,AED
20213364,Sara Bashar Omar Al-Tamimi,sara.al-tamimi3364@university.ae,+971 56 979 9099,Male,Palestinian,4/6/2007,Renewable Energy Technology,5,88.4,16,414,60,6618,3971,2648,517,1009,156,0,0,4328,2319,2009,PARTIAL,TX-941186,RCP-73959,10/5/2025,AED
20274983,Khalid Marwan Anas Nassar,khalid.nassar4983@university.ae,+971 53 147 8683,Female,Jordanian,9/10/2005,Data Science & Artificial Intelligence,2,79.13,18,517,35,9306,3258,6049,517,1009,156,750,104,8583,8583,0,PAID,TX-628799,RCP-17185,11/17/2025,AED
20284710,Mazen Rashid Mahmoud Al-Shami,mazen.al-shami4710@university.ae,+971 51 830 4742,Female,Jordanian,3/20/2001,Architecture Engineering,5,75.68,12,673,40,8066,3227,4840,517,1009,156,750,104,7373,7373,0,PAID,TX-651141,RCP-71934,11/11/2025,AED
20223735,Ibrahim Ibrahim Bilal Suleiman,ibrahim.suleiman3735@university.ae,+971 51 601 9647,Male,Jordanian,2/5/2005,Architecture Engineering,3,70.91,16,673,40,10754,4302,6453,517,1009,156,0,0,8133,8133,0,PAID,TX-327754,RCP-17505,10/4/2025,AED
20224853,Rami Bilal Zaid Haddad,rami.haddad4853@university.ae,+971 52 124 7791,Female,Palestinian,10/26/2003,English Language & Literature,3,79.63,13,440,50,5713,2857,2857,517,1009,156,0,0,4537,4537,0,PAID,TX-678191,RCP-22044,9/21/2025,AED
20238658,Zaki Marwan Mohammad Al-Omari,zaki.al-omari8658@university.ae,+971 50 119 2137,Male,Palestinian,4/4/2003,Mathematics,4,82.38,14,311,50,4343,2172,2172,517,1009,156,621,104,4576,2035,2541,PARTIAL,TX-693943,RCP-23490,9/3/2025,AED
20270251,Hassan Waleed Fadi Nasser,hassan.nasser0251@university.ae,+971 59 768 2490,Male,Palestinian,1/28/2006,Physical Education,2,67.91,13,311,30,4033,1210,2823,517,1009,156,750,104,5357,5357,0,PAID,TX-794686,RCP-68822,9/9/2025,AED
20288217,Iman Karim Jamal Shahin,iman.shahin8217@university.ae,+971 52 137 5625,Female,Jordanian,3/16/2001,AI in Accounting & Auditing,4,83.87,16,569,40,9100,3640,5460,517,1009,156,0,104,7244,3753,3491,PARTIAL,TX-522558,RCP-14699,12/29/2025,AED
20257770,Yasmin Rashid Marwan Tannous,yasmin.tannous7770@university.ae,+971 52 531 3163,Male,Syrian,7/23/2007,Digital Reality & Game Development,5,90.04,13,517,65,6721,4369,2353,517,1009,156,0,104,4136,4136,0,PAID,TX-316855,RCP-57503,9/7/2025,AED
20252658,Tariq Khaled Zaid Al-Khalil,tariq.al-khalil2658@university.ae,+971 53 773 3057,Male,Jordanian,2/7/2003,Digital Reality & Game Development,3,77.59,15,517,50,7755,3878,3878,517,1009,156,621,104,6282,6282,0,PAID,TX-480828,RCP-97233,9/20/2025,AED
